k,qpar_fid,qper_fid,qpar_ap,qper_ap,P0_fid_AB,P0_AP_AB,delta_P0_AP_minus_fid_AB,P2_fid_AB,P2_AP_AB,delta_P2_AP_minus_fid_AB,P4_fid_AB,P4_AP_AB,delta_P4_AP_minus_fid_AB
0.24763888888888888,1,1,1.02,0.97999999999999998,3607.6764520453798,3619.9808613278055,12.304409282425695,2882.6847918253079,2979.3232424032367,96.638450577928779,569.25552624297279,673.62588952105989,104.3703632780871
0.24965277777777778,1,1,1.02,0.97999999999999998,3579.7710007771675,3591.7503701748565,11.97936939768897,2870.0471385123124,2965.9954766747405,95.948338162428172,570.02604964794295,673.74629514370315,103.7202454957602
0.25166666666666665,1,1,1.02,0.97999999999999998,3552.2771218367707,3563.8757114395312,11.598589602760512,2857.587189339547,2953.0362997001503,95.449110360603299,570.73334650642596,673.79017222645609,103.05682572003013
0.25368055555555552,1,1,1.02,0.97999999999999998,3525.127941667959,3536.3289844177234,11.201042749764383,2845.3306679600937,2940.3938277449502,95.063159784856452,571.36387094932843,673.79581406811894,102.43194311879051
0.25569444444444445,1,1,1.02,0.97999999999999998,3498.2728446841916,3509.0973620915038,10.824517407312214,2833.3000692309929,2928.0126048243255,94.712535593332632,571.90690741206856,673.76434933330711,101.85744192123855
0.25770833333333332,1,1,1.02,0.97999999999999998,3471.712850898396,3482.1771829617801,10.464332063384063,2821.5058448016002,2915.8518131024421,94.345968300841832,572.36262803710019,673.66761610678714,101.30498806968694
0.25972222222222219,1,1,1.02,0.97999999999999998,3445.4590935140532,3455.5716437281008,10.112550214047587,2809.9561817163544,2903.8937379902591,93.937556273904647,572.73404665206795,673.47680674807407,100.74276009600612
0.26173611111111111,1,1,1.02,0.97999999999999998,3419.5216668956914,3429.2884548557859,9.7667879600944616,2798.659804432456,2892.1432811754048,93.483476742948824,573.02469751959711,673.1859406407923,100.16124312119518
0.26374999999999998,1,1,1.02,0.97999999999999998,3393.9097447091644,3403.3366409142154,9.4268962050509799,2787.6260814360785,2880.6091803866238,92.983098950545354,573.23861594435868,672.80054584887864,99.561929904519957
0.26576388888888891,1,1,1.02,0.97999999999999998,3368.6316913848746,3377.7321630017732,9.1004716168986306,2776.8651207199791,2869.283941391916,92.418820671936828,573.3803185696753,672.34217579002984,98.961857220354545
0.26777777777777778,1,1,1.02,0.97999999999999998,3343.6952433928604,3352.4971562103033,8.8019128174428261,2766.3877448729959,2858.1498174039675,91.762072530971636,573.45481396117373,671.8337043896347,98.378890428460977
0.26979166666666665,1,1,1.02,0.97999999999999998,3319.1136512149651,3327.655807209489,8.5421559945239096,2756.1968866813663,2847.1892212209714,90.992334539605054,573.46993395806385,671.29096990353185,97.821035945467997
0.27180555555555558,1,1,1.02,0.97999999999999998,3294.9103402966357,3303.232945357805,8.3226050611692699,2746.2812596110907,2836.3866429650857,90.105383353994966,573.43786101990997,670.72646543832923,97.288604418419254
0.27381944444444445,1,1,1.02,0.97999999999999998,3271.1096134029176,3279.2533024533273,8.1436890504096482,2736.6288290602238,2825.7284364917282,89.09960743150441,573.3713316679673,670.15206395519203,96.780732287224737
