k,ell,group,variation,parameter_index,baseline_value,delta,Pell_baseline_AB,Pell_varied_AB,delta_Pell_AB,k_delta_Pell_AB
0.042222222222222223,0,eft,alpha0_ab,0,0.40000000000000002,1,24818.891885469166,24836.802154416997,17.910268947831355,0.75621135557510166
0.044236111111111115,0,eft,alpha0_ab,0,0.40000000000000002,1,23742.001563981416,23760.832675215541,18.831111234125274,0.83301512889845841
0.046249999999999999,0,eft,alpha0_ab,0,0.40000000000000002,1,22786.603388547002,22806.380142755464,19.77675420846208,0.91467488214137116
0.048263888888888891,0,eft,alpha0_ab,0,0.40000000000000002,1,21945.215138483531,21965.971436523301,20.756298039770627,1.0017796623361519
0.050277777777777775,0,eft,alpha0_ab,0,0.40000000000000002,1,21207.279046306059,21229.054886332055,21.775840025995421,1.0948408457514365
0.052291666666666667,0,eft,alpha0_ab,0,0.40000000000000002,1,20557.516333807242,20580.351344301187,22.835010493945447,1.1940807570792307
0.054305555555555558,0,eft,alpha0_ab,0,0.40000000000000002,1,19981.614511473068,20005.546154325395,23.931642852327059,1.2996211604527612
0.056319444444444443,0,eft,alpha0_ab,0,0.40000000000000002,1,19464.634896756281,19489.694486889195,25.059590132914309,1.4113421942912157
0.058333333333333334,0,eft,alpha0_ab,0,0.40000000000000002,1,18991.691511088102,19017.900468630975,26.208957542872668,1.5288558566675723
0.060347222222222226,0,eft,alpha0_ab,0,0.40000000000000002,1,18549.256631069773,18576.624285941718,27.367654871944978,1.6515619502583463
0.06236111111111111,0,eft,alpha0_ab,0,0.40000000000000002,1,18125.081149470621,18153.602537432933,28.521387962311564,1.7786254437608184
0.064375000000000002,0,eft,alpha0_ab,0,0.40000000000000002,1,17708.408831647514,17738.063129930721,29.654298283207027,1.9089954519814525
0.066388888888888886,0,eft,alpha0_ab,0,0.40000000000000002,1,17290.597273455809,17321.347632668287,30.750359212477633,2.0414821810505983
0.068402777777777771,0,eft,alpha0_ab,0,0.40000000000000002,1,16865.234210765084,16897.028576081346,31.794365316261974,2.1748229053137527
0.070416666666666669,0,eft,alpha0_ab,0,0.40000000000000002,1,16427.908106552262,16460.680492701424,32.772386149161321,2.3077221913367763
0.072430555555555554,0,eft,alpha0_ab,0,0.40000000000000002,1,15976.741747577064,16010.415350670595,33.67360309353171,2.4389977796217761
0.074444444444444438,0,eft,alpha0_ab,0,0.40000000000000002,1,15511.435726888223,15545.925287879716,34.489560991492908,2.567556207144472
0.076458333333333323,0,eft,alpha0_ab,0,0.40000000000000002,1,15033.963183946358,15069.179577921874,35.21639397551553,2.692586789377958
0.078472222222222221,0,eft,alpha0_ab,0,0.40000000000000002,1,14547.312156379023,14583.16529638073,35.853140001707288,2.813475569578419
0.080486111111111105,0,eft,alpha0_ab,0,0.40000000000000002,1,14055.960782062382,14092.364279982758,36.40349792037523,2.9299759784524229
0.08249999999999999,0,eft,alpha0_ab,0,0.40000000000000002,1,13564.805352205651,13601.679245818603,36.873893612952088,3.0420962230685471
0.084513888888888888,0,eft,alpha0_ab,0,0.40000000000000002,1,13079.260030608719,13116.534406346411,37.274375737692026,3.1502024494979994
