k,mu,P_AA,P_AB,P_BB,geometric_mean,r_minus_one,valid_geometric_mean
0.074444444444444438,0.5,20862.413950795017,14277.350148128327,9783.2765429302108,14286.453899891074,-0.00063722963210732786,1
0.074444444444444438,1,33241.645522453655,24687.13824376831,18376.419988832375,24715.631475657214,-0.0011528425610718429,1
0.076458333333333323,0,16878.280811540404,11066.368713714463,7256.6979299871819,11067.094714822297,-6.5599972399410511e-05,1
0.076458333333333323,0.5,20243.449623608143,13837.164182678218,9470.7375614011235,13846.313542695654,-0.00066077949117815393,1
0.076458333333333323,1,32274.74346784125,23930.487320156863,17785.765628884958,23958.944531247827,-0.0011877489450276002,1
0.078472222222222221,0,16351.742345805098,10709.75785329198,7015.3668761800109,10710.437508364965,-6.345726516343575e-05,1
0.078472222222222221,0.5,19610.16126111232,13387.487309853919,9151.8878226343186,13396.641222540413,-0.00068329908478037549,1
0.078472222222222221,1,31296.01790741357,23166.009703105628,17189.968786897771,23194.343512646203,-0.0012215827330972484,1
0.080486111111111105,0,15816.260210431879,10347.498643608405,6770.4563122686104,10348.106047881485,-5.8697144218355923e-05,1
0.080486111111111105,0.5,18968.52143388008,12932.492418574257,8829.6444699246549,12941.611197270089,-0.00070460922962634065,1
0.080486111111111105,1,30314.418419406658,22400.516622592098,16594.216963257797,22428.643212789593,-0.001254047778576961,1
0.08249999999999999,0,15277.416382422931,9983.3174879180169,6524.454986540035,9983.8276977193327,-5.1103626461102003e-05,1
0.08249999999999999,0.5,18325.10867364498,12476.766187099509,8507.2072845840612,12485.811867845325,-0.00072447677744613692,1
0.08249999999999999,1,29339.543435757354,21641.29701725562,16004.049417979981,21669.137108958235,-0.0012847808181114528,1
0.084513888888888888,0,14741.533401122768,9621.423029619622,6280.1655361743387,9621.8122002091732,-4.0446703952756735e-05,1
0.084513888888888888,0.5,17687.272743463152,12025.415197096559,8188.1264073362518,12034.351873886244,-0.00074259726517356128,1
0.084513888888888888,1,28381.746178353653,20896.181056019075,15425.392638789692,20923.660735530339,-0.0013133303898681392,1
